st_code,di_code,districts,state,mean_monthly_avg_rd_MD,mean_monthly_avg_rd_MN,prep_year,precip_sum_mm,precip_mean_mm,mean_tmax
8,106,jhunjhunun,rajasthan,1.299499033,1.274654269,2024,239.7058258,29.96322823,31.20967371
6,65,jind,haryana,1.834389744,1.815431652,2024,148.8992004,29.77984009,30.28137762
14,713,jiribam,manipur,0.498287256,0.485105164,2024,99.99140167,99.99140167,28.7587738
8,107,jodhpur,rajasthan,1.183133507,1.18101308,2024,729.7072144,22.11233983,33.2900062
36,695,jogulamba gadwal,telangana,0.958057895,0.888353483,2024,180.8038635,45.20096588,32.8446991
18,290,jorhat,assam,1.009931523,1.021746018,2024,214.4286804,107.2143402,28.07802429
24,448,junagadh,gujarat,0.949327754,0.919136096,2024,434.7963257,48.31070285,31.22402039
22,382,kabirdham,chhattisgarh,0.83017935,0.817359941,2024,408.1684265,68.02807109,30.35601371
24,449,kachchh,gujarat,0.813784488,0.79303057,2024,1281.589722,22.09637451,32.92138956
10,200,kaimur,bihar,1.031603089,1.005277476,2024,325.8189697,54.30316162,30.6896198
6,66,kaithal,haryana,1.912889878,1.905784295,2024,88.43543243,29.47847748,29.87346802
14,711,kakching,manipur,1.026040838,0.971084597,2024,64.52452087,64.52452087,26.05119705
29,538,kalaburagi,karnataka,0.97767607,0.867808508,2024,974.8392334,64.98928223,31.78388504
21,358,kalahandi,odisha,0.68647053,0.678639722,2024,715.7866211,65.07151101,30.76074727
19,702,kalimpong,west bengal,0.621105173,0.589693993,2024,297.4185486,148.7092743,23.22533925
33,729,kallakkurichi,tamil nadu,1.126544124,1.076982069,2024,301.8521118,60.37042236,32.2563754
36,685,kamareddy,telangana,1.033059045,0.951179485,2024,281.1751404,56.23502808,31.17910062
14,717,kamjong,manipur,0.380800746,0.38211344,2024,264.3366699,88.11222331,26.43032837
12,718,kamle,arunachal pradesh,0.404996903,0.387586523,2024,353.7113037,176.8556519,21.92667934
18,618,kamrup metro,assam,4.01570086,3.986309808,2024,137.3274384,137.3274384,28.8960762
18,291,kamrup rural,assam,1.032334453,0.991357716,2024,762.484375,152.496875,28.52393517
33,574,kanchipuram,tamil nadu,5.441065168,5.092342752,2024,146.9861145,48.9953715,32.21077881
21,359,kandhamal,odisha,0.491679805,0.499023419,2024,804.2704468,73.11549516,29.9898856
14,712,kangpokpi,manipur,0.543215164,0.524989411,2024,224.1863098,74.72876994,24.72767991
2,18,kangra,himachal pradesh,0.788301113,0.798773403,2024,504.7861633,63.09827042,20.99251258
9,155,kannauj,uttar pradesh,1.863929537,1.851326918,2024,140.3505707,46.78352356,30.72973328
32,557,kannur,kerala,1.042543294,0.955548603,2024,580.649353,145.1623383,28.29888916
9,157,kanpur,uttar pradesh,3.78012063,3.7679043,2024,192.1604767,48.04011917,31.15728205
9,156,kanpur dehat,uttar pradesh,1.540753941,1.523839522,2024,238.1546021,47.63092041,31.21541341
33,575,kanyakumari,tamil nadu,1.856995372,1.756341296,2024,215.7279205,71.90930684,29.68417794
3,35,kapurthala,punjab,2.230276214,2.202991767,2024,107.6381073,35.8793691,29.62249756
34,598,karaikal,puducherry,3.599595432,3.514045174,2024,62.78338242,62.78338242,30.61337662
8,108,karauli,rajasthan,0.992947435,0.967641576,2024,352.4838867,50.35484096,31.01842584
18,292,karbi anglong,assam,0.526235677,0.523019289,2024,1390.721436,115.893453,28.15629578
37,6,kargil,ladakh,0.488481458,0.4783338,2024,562.4375,26.7827381,0.474155521
18,293,karimganj,assam,0.711947295,0.662737061,2024,372.3515625,124.1171875,29.33908844
36,508,karimnagar,telangana,2.012891115,1.865411644,2024,169.7796936,56.5932312,32.55460358
6,67,karnal,haryana,2.948626944,2.912153547,2024,131.7426147,32.93565369,29.6979703
33,576,karur,tamil nadu,1.497539548,1.394514888,2024,131.8182983,43.93943278,33.54458957
32,558,kasaragod,kerala,1.004671276,0.949005029,2024,439.5575562,146.5191854,28.93201904
9,633,kasganj,uttar pradesh,1.068446794,1.052609721,2024,142.296051,47.43201701,30.29851074
1,7,kathua,jammu & kashmir,1.283567074,1.282421931,2024,361.1072693,72.22145386,23.64694491
10,201,katihar,bihar,1.262604063,1.190369519,2024,299.3594971,59.87189941,29.98578644
23,413,katni,madhya pradesh,1.0915465,1.105693714,2024,480.6584473,60.08230591,30.49397108
9,158,kaushambi,uttar pradesh,1.919188955,1.894803904,2024,87.5309906,43.7654953,31.50610352
21,360,kendraparha,odisha,1.086945992,1.021057224,2024,197.4523315,65.81744385,30.90276822
21,361,keonjhar (kendujhar),odisha,1.13711568,1.150061577,2024,884.3560791,73.69633993,30.07497506
10,202,khagaria,bihar,1.315656031,1.283891606,2024,112.0278931,56.01394653,30.27267075
36,509,khammam,telangana,1.137531295,1.097492229,2024,319.1571045,63.8314209,32.60595703
24,450,kheda,gujarat,1.890016423,1.808431972,2024,239.6695557,47.93391113,32.54473267
9,159,kheri,uttar pradesh,1.027166465,1.02495627,2024,628.7894287,62.87894287,29.76912435
21,362,khordha,odisha,3.124506943,3.145142849,2024,269.9715271,67.49288177,30.90560041
16,652,khowai,tripura,0.899729336,0.851126836,2024,273.9142456,91.30474854,29.75267334
20,606,khunti,jharkhand,0.746348735,0.781379912,2024,189.1437378,63.0479126,29.51030384
2,19,kinnaur,himachal pradesh,0.486101519,0.48193485,2024,397.3496094,39.73496094,2.768824929
13,614,kiphire,nagaland,0.430706528,0.428198619,2024,189.2529449,94.62647247,22.95656586
10,203,kishanganj,bihar,1.269496623,1.223295026,2024,190.4620056,95.23100281,29.87527466
1,620,kishtwar,jammu & kashmir,0.516460876,0.518443331,2024,758.357666,47.39735413,4.748200378
19,308,koch bihar,west bengal,1.090178547,1.035552959,2024,580.1828003,145.0457001,29.5113901
29,541,kodagu,karnataka,0.532407286,0.511578548,2024,463.3639526,115.8409882,27.78632531
20,334,kodarma,jharkhand,1.189551381,1.210014616,2024,175.8433533,58.61445109,29.7365551
13,245,kohima,nagaland,0.680893386,0.715769759,2024,315.9499512,105.3166504,24.57198334
18,294,kokrajhar,assam,0.70186935,0.666242284,2024,644.7349854,161.1837463,28.27280367
29,542,kolar,karnataka,2.298829435,2.22688434,2024,303.6392212,50.60653687,29.55093602
15,263,kolasib,mizoram,0.430836135,0.408046436,2024,172.4974365,86.24871826,28.74874224
27,480,kolhapur,maharashtra,0.998315693,0.931383335,2024,877.5928955,97.51032172,29.55373354
19,315,kolkata,west bengal,43.77426657,42.19572051,2024,69.2631073,69.2631073,30.78990173
32,559,kollam,kerala,1.713263873,1.552104792,2024,203.3184814,101.6592407,30.15168069
22,643,kondagaon,chhattisgarh,0.496658257,0.49809448,2024,589.1578369,65.46198188,30.15118049
29,543,koppal,karnataka,1.044721117,0.955827349,2024,348.6480103,43.58100128,31.59517176
21,363,koraput,odisha,0.726058143,0.712539051,2024,808.8188477,73.52898615,29.09660645
22,383,korba,chhattisgarh,1.365527421,1.275413156,2024,562.3297119,70.29121399,30.72488785
22,384,korea,chhattisgarh,0.692071652,0.700016586,2024,676.2675171,61.47886519,29.75960083
8,109,kota,rajasthan,1.924467806,1.937073798,2024,446.162262,49.57358466,31.68503825
32,560,kottayam,kerala,1.34360856,1.165066046,2024,438.9065552,146.3021851,29.37310137
32,561,kozhikode,kerala,1.148116443,1.042458234,2024,408.2349854,136.0783285,28.53392639
12,677,kra daadi,arunachal pradesh,0.327460412,0.307627852,2024,361.1762085,120.3920695,18.35251533
28,510,krishna,andhra pradesh,1.549992008,1.459872998,2024,755.9779053,58.15214656,32.16021293
33,577,krishnagiri,tamil nadu,1.984289242,1.928215952,2024,299.4194031,49.90323385,30.30015654
1,622,kulgam,jammu & kashmir,0.744816416,0.741341324,2024,203.651886,101.825943,14.91880798
2,20,kullu,himachal pradesh,0.548684367,0.556066146,2024,613.8300781,68.20334201,8.594989353
36,699,kumuram bheem,telangana,0.663691136,0.627129878,2024,430.0788574,53.75985718,32.38038283
1,8,kupwara,jammu & kashmir,0.59219472,0.560303887,2024,213.0928192,53.2732048,13.87476418
28,511,kurnool,andhra pradesh,0.760865487,0.713235572,2024,1036.227783,45.05338188,32.78935359
6,68,kurukshetra,haryana,2.610391813,2.600303891,2024,93.16718292,31.05572764,29.61720276
12,233,kurung kumey,arunachal pradesh,0.323843965,0.307393127,2024,1228.14502,175.4492885,13.19470332
9,160,kushinagar,uttar pradesh,1.927607996,1.902896285,2024,191.7733002,63.92443339,30.69967869
2,21,lahul & spiti,himachal pradesh,0.463476375,0.460467842,2024,603.3314209,33.51841227,0.338723696
18,295,lakhimpur,assam,0.637694459,0.610150387,2024,650.1577148,108.3596191,27.32819693
10,204,lakhisarai,bihar,1.48446452,1.476491642,2024,146.6078491,48.86928304,30.25974121
31,553,lakshadweep,lakshadweep,1.278968636,1.218594026,2024,77.89395142,77.89395142,28.67495728
9,161,lalitpur,uttar pradesh,0.765623179,0.72468844,2024,484.972168,60.621521,30.69739151
20,335,latehar,jharkhand,0.651387722,0.67521372,2024,297.3308411,59.46616821,29.16111486
27,481,latur,maharashtra,1.083663122,0.982489503,2024,531.2938232,59.03264703,31.009136
15,264,lawngtlai,mizoram,0.403815809,0.415323848,2024,247.4216614,82.47388713,28.63443228
37,9,leh,ladakh,0.446300198,0.410676541,2024,5392.196777,22.19011019,-1.019518255
12,724,lepa rada,arunachal pradesh,0.417948015,0.394653545,2024,152.335022,152.335022,25.11794281
20,336,lohardaga,jharkhand,0.850717429,0.894957,2024,132.5903931,66.29519653,28.72779274
12,234,lohit,arunachal pradesh,0.371359585,0.358607337,2024,431.6646729,143.8882243,20.20057242
12,666,longding,arunachal pradesh,0.403932607,0.393255673,2024,218.3000336,109.1500168,24.70393562
13,615,longleng,nagaland,0.467617854,0.451159247,2024,218.1281128,109.0640564,23.87236328
12,235,lower dibang valley,arunachal pradesh,0.385818684,0.372700712,2024,828.8591919,165.7718384,19.90594013
12,719,lower siang,arunachal pradesh,0.382510649,0.363607915,2024,422.0005493,140.6668498,26.04436951
12,236,lower subansiri,arunachal pradesh,0.461885556,0.449711147,2024,406.1984253,203.0992126,20.7543318
9,162,lucknow,uttar pradesh,7.663393118,7.306429073,2024,177.5874023,44.39685059,30.71533481
3,36,ludhiana,punjab,3.912126494,3.813830264,2024,195.4725952,27.92465646,29.81497628
15,265,lunglei,mizoram,0.40201496,0.384344975,2024,542.348938,90.39148966,28.0343233
10,205,madhepura,bihar,1.489565599,1.422966518,2024,259.7547913,64.93869781,30.24825096
10,206,madhubani,bihar,1.618710947,1.557686338,2024,273.2661743,54.65323486,30.44644601
33,578,madurai,tamil nadu,1.769267771,1.713785134,2024,265.2433167,53.04866333,32.4974645
36,688,mahabubabad,telangana,0.829450028,0.787057476,2024,367.2714233,61.21190389,32.28559367
36,512,mahabubnagar,telangana,1.735626597,1.609816226,2024,161.6945496,53.89818319,31.27758789
9,164,maharajganj,uttar pradesh,1.366739182,1.406167638,2024,333.0142212,66.60284424,30.2045166
22,385,mahasamund,chhattisgarh,1.002709784,0.985571416,2024,555.1379395,79.30541992,31.37223646
34,599,mahe,puducherry,3.388693764,2.987124028,2024,124.5872803,124.5872803,29.30914116
6,69,mahendragarh,haryana,1.690674939,1.690895546,2024,60.39990234,30.19995117,30.52209854
24,451,mahesana,gujarat,2.26762601,2.214274933,2024,224.2108765,32.03012521,32.69609782
24,669,mahisagar,gujarat,0.81160769,0.792547167,2024,134.0824432,44.69414775,31.80324485
9,165,mahoba,uttar pradesh,1.040727116,1.034448387,2024,223.0160065,55.75400162,31.70372831
9,166,mainpuri,uttar pradesh,1.39894051,1.386078437,2024,201.4074402,40.28148804,30.60241699
18,706,majuli,assam,0.459822084,0.437443615,2024,95.49036407,95.49036407,28.66176496
32,562,malappuram,kerala,1.120661765,1.010557672,2024,765.6830444,127.6138407,28.52843475
19,316,maldah,west bengal,1.282823088,1.208233999,2024,317.6697388,63.53394775,30.00162252
21,364,malkangiri,odisha,0.517375266,0.523649632,2024,672.3239746,84.04049683,30.28420681
15,266,mamit,mizoram,0.400089966,0.377570631,2024,261.2623901,87.08746338,28.76763681
36,684,mancherial,telangana,1.202565456,1.105963305,2024,220.3667603,55.09169006,32.75703212
2,22,mandi,himachal pradesh,0.698077276,0.728486462,2024,335.7008667,67.14017334,21.1890346
23,415,mandla,madhya pradesh,0.617844359,0.592296722,2024,616.265625,68.47395833,29.93621536
23,416,mandsaur,madhya pradesh,1.041163832,1.031425849,2024,461.9339294,51.32599216,30.83142853
29,544,mandya,karnataka,1.586389369,1.51497664,2024,432.6104126,54.07630157,29.4331398
3,37,mansa,punjab,1.430003707,1.419940442,2024,39.92580414,19.96290207,30.73606567
18,296,marigaon,assam,0.776413853,0.744856453,2024,268.3953247,134.1976624,28.89917864
9,167,mathura,uttar pradesh,2.598001092,2.5955805,2024,215.8872986,43.17745972,30.77836609
9,168,mau,uttar pradesh,2.685262624,2.604507526,2024,185.9979095,46.49947739,31.04507637
21,365,mayurbhanj,odisha,0.655107588,0.655738052,2024,1221.032104,71.82541791,30.26198098
36,513,medak,telangana,1.458078616,1.351458372,2024,294.4107971,58.88215942,30.7279324
36,700,medchal-malkajgiri,telangana,13.58431103,12.1679828,2024,57.04415894,57.04415894,30.66913859
9,169,meerut,uttar pradesh,3.33391994,3.313201274,2024,215.399231,43.07984619,29.56654527
6,604,mewat,haryana,2.818270388,2.806862425,2024,108.9465561,36.3155187,30.74753898
1,,mirpur,jammu & kashmir,1.27077041,1.255772889,2024,264.0147095,44.00245158,27.15758514
9,170,mirzapur,uttar pradesh,1.58308933,1.492796986,2024,207.9040985,51.97602463,30.93673028
3,38,moga,punjab,1.911594545,1.894268217,2024,103.159317,25.78982925,30.10331217
13,246,mokokchung,nagaland,0.502167468,0.480034678,2024,113.9167175,113.9167175,26.07466316
13,247,mon,nagaland,0.457980861,0.442853076,2024,231.9333649,115.9666824,24.88485163
9,171,moradabad,uttar pradesh,2.597968067,2.554333004,2024,133.2961121,44.43203735,29.48161485
24,673,morbi,gujarat,1.879421804,1.816525707,2024,232.9504089,33.27862985,33.0270874
23,417,morena,madhya pradesh,1.120925658,1.093101067,2024,399.5647888,57.08068412,30.93091179
36,720,mulugu,telangana,0.53488934,0.530650125,2024,381.6882629,63.61471049,32.53962402
27,482,mumbai city,maharashtra,52.86120905,49.67242692,2024,85.51169586,85.51169586,29.01869583
22,647,mungeli,chhattisgarh,1.020539446,0.96140451,2024,220.8001404,73.60004679,30.93774137
10,207,munger,bihar,1.609077379,1.565156712,2024,112.0134583,56.00672913,30.14439174
19,319,murshidabad,west bengal,1.443056821,1.381735807,2024,438.8634644,73.14391073,30.4348721
1,,muzaffarabad,jammu & kashmir,0.591301732,0.56161484,2024,574.633606,57.4633606,12.13465966
9,172,muzaffarnagar,uttar pradesh,2.088786648,2.075018577,2024,179.3384399,44.83460999,29.31146545
10,208,muzaffarpur,bihar,2.121712575,2.053721991,2024,192.4364624,48.1091156,30.79580383
29,545,mysuru,karnataka,1.672445645,1.618179676,2024,428.3401489,61.19144985,28.68742981
21,366,nabarangapur,odisha,0.63366002,0.623782318,2024,495.449585,61.93119812,30.19129435
19,320,nadia,west bengal,1.764879401,1.767561384,2024,450.3132629,75.05221049,30.52611366
18,297,nagaon,assam,0.919882827,0.902863593,2024,655.8942871,131.1788574,28.87645569
33,579,nagapattinam,tamil nadu,1.257688195,1.313037677,2024,195.4584045,65.15280151,30.66951497
36,694,nagarkurnool,telangana,0.954690809,0.913728512,2024,411.9716492,45.77462769,31.71680705
8,110,nagaur,rajasthan,0.973668068,0.964874418,2024,637.1962891,23.59986256,32.0706729
27,484,nagpur,maharashtra,1.922103316,1.650121295,2024,991.4489746,66.09659831,31.55239399
5,51,nainital,uttarakhand,1.138317865,1.186562771,2024,342.8989258,68.57978516,26.29458383
10,209,nalanda,bihar,2.0896473,2.013446042,2024,87.86750793,43.93375397,30.71239319
18,298,nalbari,assam,0.812177145,0.800354215,2024,297.812439,148.9062195,29.57903862
36,514,nalgonda,telangana,1.227290185,1.162331309,2024,445.8762512,49.54180569,32.61821153
33,580,namakkal,tamil nadu,1.777899211,1.619718418,2024,247.0314026,61.75785065,32.59086609
12,678,namsai,arunachal pradesh,0.574992132,0.554235918,2024,223.1369476,111.5684738,26.85350473
27,485,nanded,maharashtra,0.944118965,0.815718954,2024,874.3632813,58.29088542,31.85452474
27,486,nandurbar,maharashtra,0.835565665,0.80952005,2024,476.8610229,68.12300328,30.93785168
22,637,narainpur,chhattisgarh,0.426552751,0.450915168,2024,475.9040527,79.31734212,30.4420602
36,721,narayanpet,telangana,1.053622059,0.985772288,2024,225.8205872,56.45514679,31.81233724
24,452,narmada,gujarat,0.782958295,0.748371033,2024,315.7124023,78.92810059,31.47708407
23,418,narshimapura,madhya pradesh,0.968851089,0.943930442,2024,455.8250122,56.97812653,30.4992608
27,487,nashik,maharashtra,1.606571457,1.511450987,2024,1327.51355,60.34152499,30.0180886
24,453,navsari,gujarat,1.603541847,1.551574319,2024,257.619873,64.40496826,30.61413879
10,210,nawada,bihar,1.371435873,1.365008779,2024,159.9819641,53.32732137,30.3715959
21,367,nayagarh,odisha,0.676205531,0.681690786,2024,390.5029602,65.0838267,31.04755108
7,79,new delhi,delhi,47.93255886,47.82724474,2024,42.50848389,42.50848389,30.35894012
35,603,nicobar,andaman & nicobar,0.277944765,0.262720237,2024,0,0,14.30869446
33,587,nilgiris,tamil nadu,0.703907324,0.627654463,2024,371.8489075,92.96222687,26.90032387
23,419,nimach,madhya pradesh,1.049064336,1.044116345,2024,283.1272888,47.18788147,30.76447105
36,680,nirmal,telangana,0.889145397,0.812037734,2024,251.1334229,50.22668457,31.91752272
23,722,nivari,madhya pradesh,1.323740063,1.259231633,2024,59.07117844,59.07117844,31.24809647
36,516,nizamabad,telangana,1.448113011,1.3068657,2024,376.240509,53.74864415,31.744589
14,714,nonei,manipur,0.401090513,0.391545257,2024,88.55104828,88.55104828,26.79079692
7,80,north,sikkim,0.408968132,0.376535261,2024,37.77481842,37.77481842,30.13793945
11,226,north,delhi,18.1758138,18.11056693,2024,1083.772827,154.8246896,5.0513978
35,632,north & middle andaman,andaman & nicobar,0.253300485,0.232062168,2024,477.0726929,95.41453857,28.7032814
7,81,north east,delhi,23.62078276,23.98225222,2024,42.06635284,42.06635284,30.09608841
17,656,north garo hills,meghalaya,0.703385691,0.710159931,2024,131.5623627,131.5623627,28.39128331
30,551,north goa,goa,2.959925976,2.641794798,2024,336.227478,168.113739,29.45447649
16,270,north tripura,tripura,0.709898798,0.683005163,2024,258.5514832,86.18382772,29.51053728
19,303,north twenty-four parganas,west bengal,3.694787422,3.716418452,2024,344.1936035,68.8387207,30.62527084
7,82,north west,delhi,25.77977395,25.47082286,2024,37.77481842,37.77481842,30.21977615
21,368,nuaparha,odisha,0.663626501,0.657625991,2024,257.2215576,64.3053894,31.18902588
12,723,pakke kessang,arunachal pradesh,0.38960105,0.389226887,2024,249.852829,124.9264145,22.87191162
20,337,pakur,jharkhand,0.916516727,0.890939171,2024,186.980835,62.32694499,30.30310059
32,563,palakkad,kerala,1.153998363,1.043388488,2024,627.1431885,104.5238647,29.51768276
20,338,palamu,jharkhand,0.968967375,0.962291645,2024,426.7665405,60.96664865,30.54615479
27,665,palghar,maharashtra,1.788186373,1.692272836,2024,747.5847168,83.06496853,30.48184586
8,111,pali,rajasthan,0.912903766,0.896514822,2024,467.6660156,27.50976563,31.7288644
6,619,palwal,haryana,3.423524153,3.373308961,2024,166.939621,41.73490524,30.69308908
24,454,panch mahals,gujarat,1.439952104,1.369613095,2024,233.9796906,58.49492264,32.12922668
6,70,panchkula,haryana,3.740207881,3.791558352,2024,63.93193817,31.96596909,26.8666796
6,71,panipat,haryana,5.051138349,5.16349635,2024,36.16942215,36.16942215,29.80909983
23,420,panna,madhya pradesh,0.710987591,0.706880537,2024,476.4161987,52.93513319,30.74540039
12,237,papumpare,arunachal pradesh,0.676716756,0.677606115,2024,1118.15625,186.359375,22.20805795
27,489,parbhani,maharashtra,0.948078569,0.78984386,2024,583.7999878,58.37999878,31.75036011
13,613,paren,nagaland,0.432444905,0.436843954,2024,194.6290894,97.31454468,25.81543477
19,704,paschim barddhaman,west bengal,6.507949266,6.43633224,2024,147.9962006,73.99810028,30.87390815
19,318,paschim medinipur,west bengal,1.438859607,1.417039575,2024,589.6697998,73.70872498,31.09884483
10,211,pashchimi champaran,bihar,0.972200158,0.988506421,2024,534.335083,66.79188538,30.10891544
24,455,patan,gujarat,0.886680334,0.861431637,2024,156.6378937,22.37684195,33.54310535
3,662,pathankot,punjab,2.481079027,2.468531881,2024,51.9276886,51.9276886,27.43222809
3,41,patiala,punjab,2.742145386,2.707967577,2024,143.5410767,28.70821533,29.79538836
10,212,patna,bihar,4.163575194,4.056166628,2024,139.1079254,46.36930847,30.76846313
32,564,pattanamthitta,kerala,1.036569852,0.937287902,2024,326.912384,108.9707947,30.0140797
5,52,pauri garhwal,uttarakhand,0.722336319,0.762522373,2024,473.9299927,59.24124908,24.47779168
36,682,peddapalli,telangana,1.944115201,1.841236565,2024,222.1454468,55.53636169,32.86501312
33,581,perambalur,tamil nadu,1.278860855,1.273051186,2024,108.1535645,54.07678223,32.83739471
13,248,phek,nagaland,0.424604505,0.417063438,2024,339.168457,84.79211426,23.47126552
14,715,pherzawl,manipur,0.372523094,0.367828421,2024,196.6753845,98.33769226,27.1296285
9,173,pilibhit,uttar pradesh,1.08366674,1.070569018,2024,286.6461182,57.32922363,29.53445638
5,53,pithoragarh,uttarakhand,0.529439672,0.52105042,2024,872.1541748,87.21541748,9.610316883
24,456,porbandar,gujarat,1.151313512,1.090533531,2024,311.3750305,62.2750061,29.95324707
28,515,potti sriramulu nellore,andhra pradesh,0.963849632,0.884552501,2024,784.2669678,43.5703871,32.6521932
28,517,prakasam,andhra pradesh,0.743786355,0.701413834,2024,1010.478882,42.10328674,32.31115112
8,629,pratapgarh,rajasthan,0.71061665,0.705623444,2024,194.4205933,48.60514832,30.87727865
9,174,pratapgarh,uttar pradesh,1.695708254,1.642559435,2024,281.9967346,46.99945577,31.2667277
9,120,prayagraj,uttar pradesh,2.813838483,2.786492215,2024,346.2694397,49.46706281,31.28701104
34,600,puducherry,puducherry,6.143598518,5.369762245,2024,55.6261673,55.6261673,31.45404243
33,582,pudukkottai,tamil nadu,1.037386728,1.036399697,2024,390.6031799,55.80045428,32.7491862
1,11,pulwama,jammu & kashmir,1.337251025,1.296178701,2024,85.51634979,85.51634979,15.10386658
1,10,punch,jammu & kashmir,0.963361707,0.962802799,2024,268.8533325,53.7706665,19.80024821
27,490,pune,maharashtra,3.347356826,3.112978143,2024,1260.768921,66.35625899,30.27615604
19,306,purba barddhaman,west bengal,1.241922864,1.227433996,2024,711.6997681,79.07775201,30.66043701
19,317,purba medinipur,west bengal,1.95990017,1.918270687,2024,452.5919189,75.43198649,30.3842257
10,213,purbi champaran,bihar,1.623990745,1.557112051,2024,336.3728333,67.27456665,30.72168908
21,369,puri,odisha,1.142677592,1.067774533,2024,242.0481262,60.51203156,29.74631173
10,214,purnia,bihar,1.481416886,1.412366402,2024,202.9818726,67.66062419,30.11834106
19,321,puruliya,west bengal,0.90182007,0.916381953,2024,591.6962891,65.74403212,30.65610962
9,175,raibeareli,uttar pradesh,1.600787493,1.558207673,2024,261.6134644,43.60224406,31.12019602
29,546,raichur,karnataka,0.975341117,0.871444877,2024,543.0048218,45.25040181,32.39319138
22,386,raigarh,chhattisgarh,1.425605176,1.412718799,2024,854.4955444,77.68141313,30.98389227
22,387,raipur,chhattisgarh,4.067030434,3.971487789,2024,237.0650024,79.02166748,31.5997111
23,421,raisen,madhya pradesh,0.885010033,0.871695622,2024,669.916626,55.8263855,30.64686279
22,388,raj nandgaon,chhattisgarh,0.81291144,0.819626609,2024,645.0718994,64.50718994,31.34615956
8,112,raj samand,rajasthan,1.368936835,1.3565965,2024,265.8278809,37.97541155,30.37615289
1,12,rajauri,jammu & kashmir,1.09525397,1.120406996,2024,217.3729248,54.3432312,23.02574615
23,422,rajgarh,madhya pradesh,0.938805178,0.903308404,2024,439.5980835,54.94976044,30.84854804
24,457,rajkot,gujarat,1.849394261,1.751419359,2024,456.9677124,45.69677124,32.05184804
29,631,ramanagaram,karnataka,1.926813481,1.762520372,2024,213.320343,53.33008575,29.56686837
33,583,ramanathapuram,tamil nadu,0.856271669,0.857785801,2024,344.4510498,57.4085083,31.71665785
1,621,ramban,jammu & kashmir,0.892404485,0.915234473,2024,131.3463745,65.67318726,17.17607771
20,607,ramgarh,jharkhand,3.046106562,3.083977711,2024,121.6569901,60.82849503,29.36642795
9,176,rampur,uttar pradesh,1.931125553,1.888293687,2024,259.2522888,51.85045776,29.20422918
20,339,ranchi,jharkhand,2.157008921,2.158608434,2024,509.065979,63.63324738,29.44182811
36,518,rangareddy,telangana,5.111974029,4.667794465,2024,398.162384,56.88034058,30.82019043
33,731,ranippettai,tamil nadu,1.95401671,1.918160415,2024,46.60093307,46.60093307,32.7245309
36,683,ranjanna sircilla,telangana,1.33405958,1.298215137,2024,111.8923492,55.94617462,31.52326747
23,423,ratlam,madhya pradesh,1.230745409,1.193183922,2024,410.8876953,51.36096191,30.63232803
27,492,ratnagiri,maharashtra,0.597967754,0.576654483,2024,1510.082886,137.2802623,29.7861661
21,370,rayagarha,odisha,0.585873103,0.590827582,2024,542.2901611,60.25446235,29.76326207
27,491,raygad,maharashtra,2.415651341,2.339382773,2024,1098.233398,109.8233398,29.8903082
23,424,rewa,madhya pradesh,1.272321682,1.232957185,2024,600.7675171,54.61522883,30.93774414
6,72,rewari,haryana,2.929996656,2.945396931,2024,28.05638885,28.05638885,30.67772675
17,276,riasi,jammu & kashmir,0.823194564,0.884814561,2024,148.520874,74.26043701,20.91786533
1,627,ri-bhoi,meghalaya,0.686036268,0.69139121,2024,406.0635376,135.3545125,26.58320279
6,73,rohtak,haryana,2.67381952,2.703235464,2024,96.60482788,32.20160929,30.60656738
10,215,rohtas,bihar,1.402521439,1.312275087,2024,271.6096497,54.32192993,30.80193278
5,54,rudraprayag,uttarakhand,0.654529207,0.66624268,2024,143.1577454,71.57887268,15.23140621
3,42,rupnagar,punjab,2.210111615,2.178212522,2024,62.28781128,31.14390564,28.54642639
24,458,sabar kantha,gujarat,1.132723661,1.082602542,2024,141.9268646,35.48171616,31.36051941
23,425,sagar,madhya pradesh,0.987996859,0.962647832,2024,862.5402222,61.61001587,30.57947867
9,177,saharanpur,uttar pradesh,2.003448181,1.985611663,2024,311.243927,51.87398783,28.413814
10,216,saharsa,bihar,1.59728841,1.531465184,2024,176.8014374,58.93381246,30.36991692
20,340,sahibganj,jharkhand,0.913200482,0.861593037,2024,231.4560547,57.86401367,29.99006653
15,267,saiha,mizoram,0.389222596,0.374458891,2024,287.4391479,95.81304932,27.5025692
33,584,salem,tamil nadu,1.798005875,1.586987667,2024,411.7946167,58.82780239,31.30532034
10,217,samastipur,bihar,1.849834366,1.784632021,2024,189.5785217,47.39463043,30.60415904
1,624,samba,jammu & kashmir,2.912238515,2.827579567,2024,47.35911179,47.35911179,27.73933716
21,371,sambalpur,odisha,1.063816587,1.009372627,2024,961.0217285,87.36561168,31.18845331
9,659,sambhal,uttar pradesh,1.471391667,1.458710916,2024,185.7790985,46.44477463,29.77051392
36,691,sangareddy,telangana,2.554484835,2.32927269,2024,314.6670532,62.93341064,30.79057121
27,493,sangli,maharashtra,1.163751357,1.073205019,2024,728.8039551,66.25490501,30.81660679
3,43,sangrur,punjab,1.99039606,1.965066691,2024,174.5933075,24.94190107,30.0996352
9,178,santkabirnagar,uttar pradesh,1.518353109,1.540242859,2024,164.7982788,54.9327596,30.78483073
20,341,saraikela-kharsawan,jharkhand,1.737600725,1.745758047,2024,153.7698517,51.25661723,30.45185735
